Date	State	Account length	Area code	International plan	Voice mail plan	Number vmail messages	Total day minutes	Total day calls	Total day charge	Total eve minutes	Total eve calls	Total eve charge	Total night minutes	Total night calls	Total night charge	Total intl minutes	Total intl calls	Total intl charge	Customer service calls	Churn	Total Call Duration	Total Call Charge
06/27/14	TN	127	415	No	Yes	28	235.6	124	40.05	236.8	113	20.13	241.2	127	10.85	7.7	2	2.08	1	FALSE	364	71.03
06/28/14	HI	146	510	No	No	0	189.3	77	32.18	155.9	128	13.25	186	83	8.37	7.4	3	2	0	FALSE	288	53.8
06/29/14	WY	93	408	No	Yes	42	166.9	101	28.37	273.2	84	23.22	171	106	7.69	11.5	1	3.11	1	FALSE	291	59.28
06/30/14	CT	77	415	No	No	0	245.2	87	41.68	254.1	83	21.6	239.4	91	10.77	7.5	4	2.03	0	TRUE	261	74.05
07/01/14	NM	111	415	No	No	0	132.6	125	22.54	221.1	67	18.79	127.9	101	5.76	12.7	2	3.43	4	TRUE	293	47.09
07/02/14	NJ	125	415	No	No	0	182.3	64	30.99	139.8	121	11.88	171.6	96	7.72	11.6	7	3.13	2	FALSE	281	50.59
07/03/14	AL	115	510	No	Yes	14	192.3	86	32.69	88.7	90	7.54	229.4	120	10.32	10.5	3	2.84	2	FALSE	296	50.55
07/04/14	MN	115	510	Yes	No	0	122	110	20.74	220.2	100	18.72	179.7	124	8.09	10.8	2	2.92	2	TRUE	334	47.55
07/05/14	NC	114	408	No	No	0	193	101	32.81	250	81	21.25	133.3	79	6	9.6	2	2.59	2	FALSE	261	60.06
07/06/14	OH	106	415	No	No	0	158.6	112	26.96	220	114	18.7	252.9	106	11.38	9.1	3	2.46	0	FALSE	332	57.04
07/07/14	ND	118	415	No	Yes	39	91.5	125	15.56	219.9	113	18.69	229	99	10.31	12.7	8	3.43	2	FALSE	337	44.56
07/08/14	CO	59	510	No	No	0	153.6	92	26.11	205.5	88	17.47	114.5	89	5.15	12.5	10	3.38	1	FALSE	269	48.73
07/09/14	ND	87	415	Yes	Yes	40	221.6	79	37.67	157.1	74	13.35	222.4	124	10.01	11.5	3	3.11	1	FALSE	277	61.03
07/10/14	NY	21	415	No	No	0	244.7	81	41.6	168	117	14.28	281.5	87	12.67	6.6	1	1.78	1	FALSE	285	68.55
07/11/14	WI	142	408	No	Yes	24	239.8	103	40.77	285.9	65	24.3	256.7	106	11.55	9.5	4	2.57	0	FALSE	274	76.62
07/12/14	WY	62	415	No	No	0	172.4	132	29.31	230.5	100	19.59	228.2	109	10.27	11	5	2.97	0	FALSE	341	59.17
07/13/14	OR	149	415	No	No	0	242.5	83	41.23	245.4	97	20.86	219.6	80	9.88	10	3	2.7	3	TRUE	260	71.97
07/14/14	CO	54	510	No	Yes	39	117.6	82	19.99	159.2	60	13.53	236.4	113	10.64	11.3	10	3.05	2	FALSE	255	44.16
07/15/14	LA	112	510	No	No	0	174.5	127	29.67	259.3	71	22.04	170.5	120	7.67	11.3	7	3.05	1	FALSE	318	59.38
07/16/14	AL	68	510	No	No	0	157.3	83	26.74	220.9	85	18.78	218.9	129	9.85	12	7	3.24	1	FALSE	297	55.37
07/17/14	TX	201	415	No	Yes	21	192	97	32.64	239.1	81	20.32	116.1	125	5.22	15.1	3	4.08	1	FALSE	303	58.18
07/18/14	PA	88	510	No	No	0	218.2	76	37.09	169.3	60	14.39	141.1	99	6.35	8	1	2.16	1	FALSE	235	57.83
07/19/14	IL	85	415	No	Yes	29	144.6	97	24.58	140	102	11.9	165.4	148	7.44	10.9	3	2.94	1	FALSE	347	43.92
07/20/14	DE	51	415	Yes	No	0	153.6	108	26.11	232.9	85	19.8	214.2	92	9.64	14.1	4	3.81	0	TRUE	285	55.55
07/21/14	MO	45	510	No	Yes	29	135.8	104	23.09	222.5	101	18.91	235.6	92	10.6	7.9	6	2.13	2	FALSE	297	52.6
07/22/14	AR	116	510	No	No	0	160.7	69	27.32	146.8	106	12.48	287.8	144	12.95	8.2	5	2.21	0	FALSE	319	52.75
07/23/14	OH	146	408	No	Yes	31	202.5	91	34.43	241.4	108	20.52	169.6	77	7.63	7.8	2	2.11	1	FALSE	276	62.58
07/24/14	WI	63	510	No	Yes	34	152.2	119	25.87	227.1	91	19.3	195.7	103	8.81	12.3	5	3.32	1	FALSE	313	53.98
07/25/14	GA	133	510	No	No	0	227.4	90	38.66	73.2	135	6.22	114.3	99	5.14	4.7	7	1.27	0	FALSE	324	50.02
07/26/14	KY	125	408	No	No	0	191.6	115	32.57	205.6	108	17.48	210.2	123	9.46	9.2	3	2.48	2	FALSE	346	59.51
07/27/14	OH	72	510	No	No	0	138.9	111	23.61	211.6	102	17.99	179.5	91	8.08	10.8	3	2.92	1	FALSE	304	49.68
07/28/14	TN	130	408	No	No	0	127	102	21.59	206.9	107	17.59	231.7	99	10.43	6.1	6	1.65	0	FALSE	308	49.61
07/29/14	SD	97	415	No	No	0	168.6	87	28.66	259.2	105	22.03	279.8	123	12.59	7.3	4	1.97	1	FALSE	315	63.28
07/30/14	NY	54	415	No	No	0	286.6	73	48.72	223.2	108	18.97	203.7	107	9.17	11.5	5	3.11	1	TRUE	288	76.86
07/31/14	GA	160	415	No	Yes	29	164.6	121	27.98	262.8	108	22.34	123.8	131	5.57	15.2	4	4.1	1	FALSE	360	55.89
08/01/14	TX	79	415	No	No	0	144	90	24.48	135.8	91	11.54	212.4	129	9.56	13	4	3.51	1	FALSE	310	45.58
08/02/14	WV	92	415	No	Yes	47	141.6	95	24.07	207.9	130	17.67	203.6	95	9.16	10.2	11	2.75	0	FALSE	320	50.9
08/03/14	MI	59	415	No	No	0	204.3	65	34.73	247.3	123	21.02	214.7	94	9.66	12	4	3.24	1	FALSE	282	65.41
08/04/14	ND	132	510	No	No	0	163.2	80	27.74	167.6	90	14.25	87.5	90	3.94	6.2	10	1.67	1	FALSE	260	45.93
08/05/14	NE	21	510	No	No	0	225	110	38.25	244.2	111	20.76	221.2	93	9.95	10.7	4	2.89	0	FALSE	314	68.96
08/06/14	SD	93	415	No	No	0	176.1	103	29.94	199.7	130	16.97	263.9	96	11.88	8.5	6	2.3	2	FALSE	329	58.79
08/07/14	NJ	147	415	No	Yes	36	254.2	78	43.21	228.1	105	19.39	98	125	4.41	13.8	7	3.73	5	FALSE	308	67.01
08/08/14	AK	101	510	No	No	0	174.9	105	29.73	262	75	22.27	210	93	9.45	8.5	5	2.3	1	FALSE	273	61.45
08/09/14	CT	125	415	Yes	No	0	187.3	118	31.84	160.7	111	13.66	263.8	112	11.87	9.6	2	2.59	0	TRUE	341	57.37
08/10/14	CO	63	415	No	No	0	211.8	84	36.01	230.9	137	19.63	217.1	99	9.77	10.7	9	2.89	3	FALSE	320	65.41
08/11/14	MD	107	415	No	No	0	241.9	102	41.12	126.9	117	10.79	185.6	92	8.35	11.7	6	3.16	0	FALSE	311	60.26
08/12/14	ND	110	408	No	No	0	196.1	103	33.34	199.7	123	16.97	135.9	71	6.12	12.9	1	3.48	3	FALSE	297	56.43
08/13/14	NH	83	415	No	No	0	231.3	100	39.32	210.4	84	17.88	217.4	106	9.78	12.4	2	3.35	3	FALSE	290	66.98
08/14/14	MN	117	408	No	No	0	161.6	104	27.47	196.3	119	16.69	294.8	111	13.27	13.8	2	3.73	1	FALSE	334	57.43
08/15/14	KY	124	415	No	No	0	194	103	32.98	241	116	20.49	227.5	153	10.24	11.9	5	3.21	0	FALSE	372	63.71
08/16/14	NH	115	510	No	No	0	109.7	148	18.65	223.8	87	19.02	240.3	96	10.81	15.4	8	4.16	3	FALSE	331	48.48
08/17/14	CO	156	408	Yes	No	0	277	119	47.09	238.3	106	20.26	94.4	96	4.25	8.3	3	2.24	1	FALSE	321	71.6
08/18/14	KY	89	408	No	No	0	192.1	83	32.66	163.6	88	13.91	169.7	138	7.64	6.1	3	1.65	0	FALSE	309	54.21
08/19/14	KY	72	415	No	No	0	198.4	147	33.73	216.9	121	18.44	112.8	125	5.08	13.1	4	3.54	0	FALSE	393	57.25
08/20/14	IN	101	415	No	Yes	42	209.2	82	35.56	159.7	74	13.57	181.6	100	8.17	9.5	3	2.57	0	FALSE	256	57.3
08/21/14	OR	53	415	No	No	0	184.8	98	31.42	216.4	125	18.39	141.1	116	6.35	18.4	3	4.97	2	FALSE	339	56.16
08/22/14	SD	116	408	No	No	0	167.8	119	28.53	142	123	12.07	190.7	128	8.58	7.3	4	1.97	2	FALSE	370	49.18
08/23/14	DE	78	408	No	No	0	139.2	140	23.66	191.4	113	16.27	286.5	125	12.89	11.8	3	3.19	3	FALSE	378	52.82
08/24/14	OR	117	415	No	Yes	17	221.3	82	37.62	167.6	100	14.25	262.7	87	11.82	4.4	4	1.19	0	FALSE	269	63.69
08/25/14	NE	56	510	No	No	0	121.6	84	20.67	165.3	115	14.05	243.9	95	10.98	8.9	2	2.4	1	FALSE	294	45.7
08/26/14	OH	123	408	No	Yes	39	270.4	99	45.97	245.1	110	20.83	108.9	113	4.9	15.4	7	4.16	1	FALSE	322	71.7
08/27/14	OH	127	408	No	No	0	139.6	94	23.73	240.9	112	20.48	127.1	88	5.72	8.8	4	2.38	2	FALSE	294	49.93
08/28/14	AR	116	415	No	Yes	23	253	78	43.01	138.9	121	11.81	277.8	104	12.5	11.8	3	3.19	2	FALSE	303	67.32
08/29/14	KS	138	510	No	Yes	26	183.9	83	31.26	240.7	93	20.46	185.7	125	8.36	15	3	4.05	1	FALSE	301	60.08
08/30/14	TX	120	415	No	No	0	203.3	108	34.56	259.9	66	22.09	115.9	103	5.22	7.8	2	2.11	3	FALSE	277	61.87
08/31/14	WI	102	408	No	No	0	200.6	106	34.1	152.5	127	12.96	199.4	128	8.97	7.7	2	2.08	3	FALSE	361	56.03
09/01/14	OR	95	415	No	No	0	167.6	96	28.49	176	89	14.96	250.9	113	11.29	13.4	6	3.62	2	FALSE	298	54.74
09/02/14	VA	102	408	No	No	0	156.5	67	26.61	204.3	103	17.37	141.9	72	6.39	9.9	2	2.67	2	FALSE	242	50.37
09/03/14	AR	89	415	No	Yes	25	215.1	140	36.57	197.4	69	16.78	162.1	117	7.29	10.6	10	2.86	1	FALSE	326	60.64
09/04/14	CT	50	408	No	No	0	301.7	82	51.29	167.1	118	14.2	72.2	89	3.25	10.5	6	2.84	1	FALSE	289	68.74
09/05/14	OH	93	415	No	Yes	42	152.3	90	25.89	267.5	102	22.74	266.9	130	12.01	11.3	5	3.05	7	FALSE	322	60.64
09/06/14	WY	68	510	No	No	0	195.4	116	33.22	212.1	101	18.03	138.4	134	6.23	15.1	11	4.08	1	FALSE	351	57.48
09/07/14	IL	70	408	No	No	0	208.7	97	35.48	275.5	83	23.42	182.5	122	8.21	8	3	2.16	2	FALSE	302	67.11
09/08/14	MO	138	415	No	Yes	29	190.1	87	32.32	223.2	123	18.97	256.2	130	11.53	14.2	6	3.83	0	FALSE	340	62.82
09/09/14	DC	141	415	No	Yes	37	185.4	87	31.52	178.5	128	15.17	218.3	107	9.82	8	3	2.16	4	FALSE	322	56.51
09/10/14	MA	112	415	No	Yes	17	183.2	95	31.14	252.8	125	21.49	156.7	95	7.05	9.7	3	2.62	0	FALSE	315	59.68
09/11/14	NH	117	510	Yes	No	0	54.2	100	9.21	303.2	84	25.77	171.8	84	7.73	8.6	2	2.32	1	TRUE	268	42.71
09/12/14	IA	1	408	No	Yes	26	208	115	35.36	185	113	15.73	177.7	144	8	8.1	9	2.19	1	FALSE	372	59.09
09/13/14	AL	70	415	No	No	0	230.3	110	39.15	77.9	87	6.62	247.1	105	11.12	13.2	4	3.56	1	FALSE	302	56.89
09/14/14	OR	87	510	No	Yes	22	240.8	102	40.94	75.9	106	6.45	224.6	115	10.11	7.1	3	1.92	2	FALSE	323	57.5
09/15/14	WV	52	510	No	Yes	21	195.7	119	33.27	106.2	95	9.03	157.4	94	7.08	5.3	3	1.43	2	FALSE	308	49.38
09/16/14	WA	97	408	No	No	0	276.1	82	46.94	201.1	106	17.09	231.3	73	10.41	8.9	4	2.4	0	TRUE	261	74.44
09/17/14	NV	105	408	No	No	0	166.1	93	28.24	175.9	106	14.95	243.5	55	10.96	16.2	3	4.37	2	FALSE	254	54.15
09/18/14	SC	77	510	No	Yes	28	135.9	117	23.1	244.5	102	20.78	207.5	74	9.34	11.5	3	3.11	4	TRUE	293	53.22
09/19/14	NC	80	415	Yes	No	0	189.1	122	32.15	223.2	92	18.97	269	116	12.11	13.9	3	3.75	2	TRUE	330	63.23
09/20/14	NH	120	510	No	Yes	43	177.9	117	30.24	175.1	70	14.88	161.3	117	7.26	11.5	4	3.11	1	FALSE	304	52.38
09/21/14	WY	54	408	No	Yes	39	143.9	73	24.46	210.3	117	17.88	129.2	117	5.81	12.5	8	3.38	2	FALSE	307	48.15
09/22/14	FL	148	510	Yes	No	0	148.2	138	25.19	159.6	123	13.57	197.4	62	8.88	8.6	3	2.32	2	FALSE	323	47.64
09/23/14	PA	119	408	No	No	0	287.1	115	48.81	159.3	99	13.54	216.8	86	9.76	13.9	1	3.75	2	TRUE	300	72.11
09/24/14	NC	162	408	No	Yes	26	179.7	144	30.55	218.1	129	18.54	212.3	105	9.55	9.3	8	2.51	1	TRUE	378	58.64
09/25/14	MO	85	510	No	No	0	165.8	96	28.19	190	141	16.15	144	116	6.48	10.9	3	2.94	5	TRUE	353	50.82
09/26/14	KS	101	510	No	Yes	25	144.1	144	24.5	167.6	105	14.25	240	107	10.8	14.5	3	3.92	1	FALSE	356	49.55
09/27/14	KY	172	415	No	No	0	172.5	85	29.33	253.1	71	21.51	221.6	113	9.97	5.9	6	1.59	0	FALSE	269	60.81
09/28/14	DE	80	415	No	No	0	199.8	138	33.97	167.1	91	14.2	271.8	94	12.23	5.5	4	1.49	1	FALSE	323	60.4
09/29/14	WI	67	510	No	No	0	109.1	134	18.55	142.3	76	12.1	91.2	86	4.1	10.9	5	2.94	2	FALSE	296	34.75
09/30/14	CO	86	408	No	No	0	171.8	106	29.21	301.7	44	25.64	139.4	108	6.27	9.7	5	2.62	1	FALSE	258	61.12
10/01/14	NM	107	415	No	No	0	222.3	101	37.79	286	111	24.31	249.4	117	11.22	12.1	4	3.27	1	TRUE	329	73.32
10/02/14	DE	133	510	No	No	0	245.8	102	41.79	264.7	90	22.5	111.7	103	5.03	11.2	7	3.02	0	FALSE	295	69.32
10/03/14	IL	116	510	No	No	0	164.6	110	27.98	270.6	103	23	230.4	109	10.37	8	3	2.16	0	FALSE	322	61.35
10/04/14	WA	63	408	No	No	0	211.7	107	35.99	271.7	77	23.09	203.3	108	9.15	7.4	7	2	0	FALSE	292	68.23
10/05/14	MA	119	408	Yes	Yes	16	147.2	103	25.02	160.1	96	13.61	184	120	8.28	7.7	2	2.08	0	TRUE	319	46.91
10/06/14	OH	133	408	Yes	No	0	254.7	103	43.3	252.2	80	21.44	178.1	103	8.01	8	3	2.16	0	TRUE	286	72.75
10/07/14	TN	94	408	Yes	No	0	170.1	113	28.92	271.8	94	23.1	110.7	78	4.98	8.7	4	2.35	1	FALSE	285	57
10/08/14	MA	69	510	No	No	0	195.1	91	33.17	261.5	57	22.23	203.8	90	9.17	11.4	5	3.08	0	FALSE	238	64.57
10/09/14	MI	146	408	No	No	0	149.3	83	25.38	187.1	130	15.9	149.8	100	6.74	7.9	4	2.13	7	TRUE	313	48.02
10/10/14	TX	119	510	No	No	0	81.9	75	13.92	253.8	114	21.57	213.1	125	9.59	8.9	1	2.4	2	TRUE	314	45.08
10/11/14	NH	142	408	Yes	Yes	25	191.1	109	32.49	149.6	120	12.72	227.8	60	10.25	9.8	3	2.65	0	FALSE	289	55.46
10/12/14	MD	123	408	No	No	0	206.9	115	35.17	224.4	86	19.07	197.4	60	8.88	8.3	2	2.24	3	FALSE	261	63.12
10/13/14	MS	101	408	No	No	0	239	156	40.63	273	106	23.21	278.2	93	12.52	13.5	8	3.65	1	TRUE	355	76.36
10/14/14	AZ	43	415	No	No	0	179.3	97	30.48	252.7	126	21.48	227.5	114	10.24	8	5	2.16	0	FALSE	337	62.2
10/15/14	IN	69	408	No	No	0	185.3	91	31.5	219.1	88	18.62	243.6	107	10.96	5.5	5	1.49	0	FALSE	286	61.08
10/16/14	NY	15	510	Yes	No	0	141.4	80	24.04	123.9	76	10.53	323.5	88	14.56	8.1	3	2.19	2	FALSE	244	49.13
10/17/14	WI	107	510	No	Yes	25	248.6	91	42.26	119.3	115	10.14	194.3	83	8.74	12	1	3.24	1	FALSE	289	61.14
10/18/14	WV	67	510	No	No	0	152.5	131	25.93	252.4	107	21.45	185.4	104	8.34	4.9	3	1.32	2	FALSE	342	55.72
10/19/14	NY	99	415	No	No	0	145.6	102	24.75	230.9	87	19.63	181.5	86	8.17	11.4	7	3.08	1	FALSE	275	52.55
10/20/14	OK	46	415	No	No	0	164.2	116	27.91	196.2	153	16.68	236.1	119	10.62	8.1	1	2.19	1	FALSE	388	55.21
10/21/14	NC	55	408	Yes	No	0	221	115	37.57	165.4	97	14.06	235.4	117	10.59	9.7	4	2.62	1	FALSE	329	62.22
10/22/14	KY	39	415	No	No	0	295.4	126	50.22	232.1	117	19.73	204.4	123	9.2	11.5	2	3.11	1	TRUE	366	79.15
10/23/14	TX	92	510	No	No	0	139.8	98	23.77	174.9	143	14.87	201.6	135	9.07	9.4	7	2.54	2	FALSE	376	47.71
10/24/14	CT	56	415	No	No	0	162.3	99	27.59	149.1	78	12.67	255.5	115	11.5	14.8	1	4	4	TRUE	292	51.76
10/25/14	NE	76	415	No	No	0	272.7	97	46.36	236.4	95	20.09	235.5	105	10.6	7.7	2	2.08	0	TRUE	297	77.05
10/26/14	HI	132	408	Yes	Yes	33	200.3	75	34.05	226.6	67	19.26	198.8	91	8.95	12.9	3	3.48	2	FALSE	233	62.26
10/27/14	SC	140	510	No	Yes	28	157.1	77	26.71	172.4	97	14.65	184.5	94	8.3	11.1	9	3	1	FALSE	268	49.66
10/28/14	AK	51	510	Yes	Yes	12	135.8	60	23.09	200.6	134	17.05	192.4	98	8.66	12.3	7	3.32	2	FALSE	292	48.8
10/29/14	SD	27	408	No	No	0	236.7	110	40.24	231.9	92	19.71	164.7	85	7.41	12.7	6	3.43	1	FALSE	287	67.36
10/30/14	ID	224	510	No	No	0	111.4	133	18.94	175	66	14.88	217.2	106	9.77	5.5	6	1.49	3	FALSE	305	43.59
10/31/14	OK	105	510	Yes	Yes	28	156.1	89	26.54	107.1	114	9.1	167.7	95	7.55	14.7	3	3.97	0	TRUE	298	43.19
11/01/14	WA	117	408	No	No	0	191.1	93	32.49	282.8	56	24.04	84.8	118	3.82	12	4	3.24	2	FALSE	267	60.35
11/02/14	SD	91	415	No	No	0	153	123	26.01	141.1	127	11.99	171.5	76	7.72	10.3	15	2.78	1	TRUE	326	45.72
11/03/14	OH	135	415	No	No	0	218.8	123	37.2	242.8	64	20.64	85.8	80	3.86	10.3	3	2.78	4	FALSE	267	61.7
11/04/14	VA	146	415	No	No	0	205.4	101	34.92	134.9	77	11.47	310.5	83	13.97	10.3	2	2.78	3	FALSE	261	60.36
11/05/14	WI	147	415	Yes	No	0	225.2	111	38.28	184.9	98	15.72	143.2	146	6.44	9.9	1	2.67	0	TRUE	355	60.44
11/06/14	IN	68	510	No	No	0	249.9	127	42.48	254.5	118	21.63	273.2	98	12.29	8.9	6	2.4	2	TRUE	343	76.4
11/07/14	NM	68	408	No	No	0	131.6	89	22.37	137	109	11.65	256.3	107	11.53	10.2	5	2.75	3	FALSE	305	45.55
11/08/14	HI	86	408	No	Yes	21	197.9	99	33.64	165.6	100	14.08	208	120	9.36	10.1	9	2.73	0	FALSE	319	57.08
11/09/14	KY	131	415	No	No	0	166.5	129	28.31	210.2	107	17.87	257.2	93	11.57	9.9	5	2.67	1	FALSE	329	57.75
11/10/14	OH	86	415	No	Yes	29	225.4	79	38.32	187.1	112	15.9	281.1	112	12.65	12.9	3	3.48	1	FALSE	303	66.87
11/11/14	VT	159	415	No	No	0	275.8	103	46.89	189.5	108	16.11	223.9	93	10.08	7.4	5	2	2	TRUE	304	73.08
11/12/14	AZ	134	415	No	Yes	40	142.9	105	24.29	88.6	61	7.53	290	96	13.05	10.8	6	2.92	1	FALSE	262	44.87
11/13/14	VT	113	510	No	No	0	207.2	113	35.22	256	80	21.76	211	87	9.49	9.9	1	2.67	1	FALSE	280	66.47
11/14/14	MO	132	408	No	No	0	206.2	100	35.05	211.2	118	17.95	196.2	122	8.83	10.2	6	2.75	1	FALSE	340	61.83
11/15/14	AL	85	415	No	No	0	210.3	66	35.75	195.8	76	16.64	221.6	82	9.97	11.2	7	3.02	1	FALSE	224	62.36
11/16/14	NJ	93	510	Yes	Yes	38	225.7	117	38.37	119.6	122	10.17	193.2	125	8.69	14	7	3.78	1	TRUE	364	57.23
11/17/14	WA	174	408	No	Yes	33	167.8	91	28.53	205.3	91	17.45	130	132	5.85	14.5	4	3.92	4	TRUE	314	51.83
11/18/14	NY	61	415	No	No	0	197.7	118	33.61	152.2	96	12.94	221	93	9.95	7	3	1.89	2	FALSE	307	56.5
11/19/14	DC	91	415	No	Yes	39	169.8	105	28.87	65.2	116	5.54	144.4	92	6.5	10.9	4	2.94	1	FALSE	313	40.91
11/20/14	NE	88	408	No	Yes	28	190.6	104	32.4	237.3	105	20.17	211.6	116	9.52	9.8	1	2.65	2	FALSE	325	62.09
11/21/14	MA	88	408	No	Yes	45	80.3	140	13.65	153.3	101	13.03	309.2	123	13.91	12.8	3	3.46	2	FALSE	364	40.59
11/22/14	VT	195	415	No	Yes	36	231.7	110	39.39	225.1	88	19.13	201.7	89	9.08	12.1	2	3.27	0	FALSE	287	67.6
11/23/14	NM	182	415	No	No	0	69.1	114	11.75	230.3	109	19.58	256.7	96	11.55	6.5	4	1.76	0	FALSE	319	42.88
11/24/14	CO	118	408	No	No	0	188.8	60	32.1	217.4	64	18.48	220.1	100	9.9	8.2	7	2.21	4	FALSE	224	60.48
11/25/14	NH	103	408	No	No	0	150.6	125	25.6	169.1	126	14.37	221.2	104	9.95	10.4	8	2.81	8	TRUE	355	49.92
11/26/14	IL	65	510	No	No	0	192	89	32.64	139.5	88	11.86	187.4	102	8.43	5.5	4	1.49	2	FALSE	279	52.93
11/27/14	UT	61	408	No	Yes	25	163.7	78	27.83	113.2	112	9.62	134.1	118	6.03	9.9	3	2.67	3	FALSE	308	43.48
11/28/14	WV	172	415	No	No	0	211.7	100	35.99	198.7	101	16.89	301.7	136	13.58	6.5	9	1.76	1	FALSE	337	66.46
11/29/14	NJ	72	415	No	No	0	175.5	103	29.84	132.3	120	11.25	242.9	96	10.93	11.8	3	3.19	1	FALSE	319	52.02
11/30/14	NM	113	510	No	No	0	150.1	120	25.52	200.1	85	17.01	266.7	105	12	11	3	2.97	2	FALSE	310	54.53
12/01/14	ND	177	408	No	No	0	189.5	99	32.22	176.3	117	14.99	225.9	112	10.17	14.2	2	3.83	1	FALSE	328	57.38
12/02/14	WA	100	408	No	No	0	70.8	94	12.04	215.6	102	18.33	230.8	125	10.39	9.5	1	2.57	6	TRUE	321	40.76
12/03/14	NM	67	415	No	No	0	215.5	102	36.64	190.7	95	16.21	214.5	106	9.65	8.6	6	2.32	1	FALSE	303	62.5
12/04/14	DE	136	415	No	No	0	101.7	105	17.29	202.8	99	17.24	136.2	119	6.13	9.4	6	2.54	3	FALSE	323	40.66
12/05/14	GA	71	415	No	No	0	258.4	132	43.93	126.8	119	10.78	182.4	87	8.21	9.7	8	2.62	4	FALSE	338	62.92
12/06/14	HI	134	408	No	No	0	242.4	126	41.21	152.9	115	13	318.3	115	14.32	11.8	6	3.19	1	FALSE	356	68.53
12/07/14	CT	124	415	No	No	0	131.8	82	22.41	284.3	119	24.17	305.5	101	13.75	11.3	2	3.05	1	FALSE	302	60.33
12/08/14	NJ	84	415	No	No	0	190.2	102	32.33	197.7	141	16.8	247.5	102	11.14	9.8	6	2.65	2	FALSE	345	60.27
12/09/14	ME	39	408	No	No	0	154.1	104	26.2	204.2	112	17.36	196.2	92	8.83	9.8	4	2.65	2	FALSE	308	52.39
12/10/14	OK	110	510	No	No	0	188	127	31.96	90.5	118	7.69	150.3	64	6.76	15.3	3	4.13	3	FALSE	309	46.41
12/11/14	TN	102	510	No	No	0	103.1	70	17.53	275	129	23.38	141.1	92	6.35	11.2	5	3.02	1	FALSE	291	47.26
12/12/14	WY	70	415	No	No	0	175.4	130	29.82	159.5	130	13.56	260.6	96	11.73	11.6	4	3.13	0	FALSE	356	55.11
12/13/14	NY	142	415	No	No	0	145.4	93	24.72	209.1	98	17.77	214	96	9.63	10.9	1	2.94	1	FALSE	287	52.12
12/14/14	DE	81	510	Yes	No	0	250.6	85	42.6	187.9	50	15.97	120.3	131	5.41	7.8	5	2.11	1	FALSE	266	63.98
12/15/14	RI	17	415	No	No	0	161.5	123	27.46	214.2	81	18.21	315	106	14.18	8.6	5	2.32	1	FALSE	310	59.85
12/16/14	PA	119	408	No	No	0	260.1	101	44.22	256.5	68	21.8	229.1	89	10.31	10	2	2.7	1	TRUE	258	76.33
12/17/14	HI	105	415	No	No	0	281.3	124	47.82	301.5	96	25.63	202.8	109	9.13	8.7	3	2.35	0	TRUE	329	82.58
12/18/14	MD	108	415	Yes	Yes	42	130.1	90	22.12	167	128	14.2	244.7	80	11.01	13.6	5	3.67	3	TRUE	298	47.33
12/19/14	VA	90	415	No	No	0	102	118	17.34	113.3	134	9.63	188.6	105	8.49	11.4	3	3.08	2	FALSE	357	35.46
12/20/14	IN	100	415	No	Yes	33	218.7	104	37.18	155	144	13.18	99	117	4.46	12.1	4	3.27	1	FALSE	365	54.82
12/21/14	OR	155	408	No	Yes	30	128.5	86	21.85	188.4	91	16.01	254.4	85	11.45	6.8	6	1.84	1	FALSE	262	49.31
12/22/14	AZ	113	510	No	No	0	128.7	100	21.88	227.1	67	19.3	178.1	135	8.01	9.2	4	2.48	2	TRUE	302	49.19
12/23/14	WI	123	415	No	No	0	172.2	92	29.27	162.6	76	13.82	250.3	101	11.26	8.7	4	2.35	1	FALSE	269	54.35
12/24/14	VA	145	408	No	No	0	199.2	124	33.86	126	86	10.71	289.2	135	13.01	7.6	3	2.05	1	FALSE	345	57.58
12/25/14	MO	42	415	No	No	0	184.5	98	31.37	200.5	93	17.04	279.2	91	12.56	8.8	3	2.38	2	FALSE	282	60.97
12/26/14	NV	125	510	No	No	0	168.6	99	28.66	175.6	107	14.93	243.3	92	10.95	10.9	7	2.94	0	FALSE	298	54.54
12/27/14	HI	131	415	No	Yes	30	174	118	29.58	205.3	81	17.45	218.2	90	9.82	6.7	3	1.81	1	FALSE	289	56.85
12/28/14	WA	107	415	No	No	0	230.4	65	39.17	257.4	80	21.88	107.3	88	4.83	8.5	3	2.3	1	FALSE	233	65.88
12/29/14	IL	48	408	No	No	0	198.2	73	33.69	202.8	115	17.24	146.4	73	6.59	5.1	5	1.38	1	FALSE	261	57.52
12/30/14	IL	76	510	No	No	0	186.1	96	31.64	211.6	100	17.99	230.6	100	10.38	8	4	2.16	0	FALSE	296	60.01
12/31/14	LA	128	415	No	No	0	148.5	105	25.25	243	106	20.66	255.2	114	11.48	6.8	2	1.84	1	FALSE	325	57.39
01/01/15	WI	73	415	No	No	0	157.1	109	26.71	268.8	83	22.85	181.5	91	8.17	10	8	2.7	0	FALSE	283	57.73
01/02/15	TX	52	415	No	No	0	155	110	26.35	133.4	104	11.34	176.1	84	7.92	7	4	1.89	4	TRUE	298	45.61
01/03/15	MI	126	415	Yes	Yes	26	129.3	123	21.98	176.5	114	15	154.5	102	6.95	9.6	7	2.59	1	FALSE	339	43.93
01/04/15	NC	124	415	No	No	0	188.5	77	32.05	182	123	15.47	218.2	127	9.82	6.1	6	1.65	1	FALSE	327	57.34
